all,sb,arm,drive
-19.41,-3.181,,
-6.941,-6.711,,
-3.746,-2.913,,
-4.977,-4.621,,
-1.059,-20.071,,
-2.987,-1.907,,
-40.105,-3.887,,
-6.61,-8.096,,
-11.859,-2.312,,
-40.723,-5.88,,
-5.99,-1.824,,
-20.408,-2.745,,
-8.157,-2.291,,
-2.593,-0.979,,
-1.874,-1.816,,
-2.963,-1.7,,
-27.635,-0.03,,
-12.226,-4.472,,
-2.646,-0.475,,
-8.288,-6.981,,
-10.7,-5.429,,
-6.693,-2.931,,
-2.353,-9.733,,
0.335,-2.663,,
-2.898,-1.584,,
-4.427,-4.096,,
-0.762,-0.152,,
-3.014,-8.158,,
-4.448,-8.771,,
-0.822,-4.104,,
-9.184,-1.115,,
3.458,-10.685,,
-1.036,-8.403,,
9.616,-2.443,,
-6.894,-0.174,,
-4.76,-5.237,,
-6.92,-4.779,,
-2.052,-56.771,,
-7.442,-1.251,,
-7.907,-6.191,,
-29.109,-1.092,,
-19.084,-20.568,,
-0.309,-4.253,,
-76.492,-1.78,,
-0.782,-2.794,,
-27.206,-3.499,,
-0.993,-9.054,,
-3.383,-0.942,,
12.475,-4.685,,
-2.81,-3.29,,
-25.871,-3.707,,
-0.142,-2.875,,
-2.246,-2.02,,
-2.318,-2.151,,
-1.517,-4.6,,
-3.514,-1.116,,
5.843,-4.256,,
-2.916,-5.241,,
-4.566,-0.487,,
-18.595,-0.437,,
-31.531,-1.118,,
-0.955,-1.49,,
-1.217,-0.956,,
-16.009,-1.578,,
-9.682,-16.335,,
0.195,2.566,,
-52.611,-2.181,,
-74.138,-1.445,,
-14.261,-7.499,,
-17.487,-0.19,,
-9.102,-9.176,,
-4.176,-1.108,,
-25.818,-5.199,,
-4.422,-6.189,,
-2.604,-7.831,,
-8.461,-9.417,,
-5.677,-14.593,,
-8.739,-2.601,,
-9.797,-7.455,,
-10.87,-6.211,,
-4.495,-4.989,,
-3.312,-4.422,,
-1.012,-5.636,,
-5.783,-2.024,,
-21.443,-1.24,,
0.106,-8.192,,
-1.051,-0.834,,
-30.716,-14.161,,
-0.511,-6.028,,
0.951,-11.246,,
-9.925,-4.982,,
-7.183,-0.823,,
-18.628,-11.134,,
-6.022,-3.522,,
-1.021,-5.413,,
-3.015,-6.07,,
-11.68,-9.368,,
-8.348,-10.792,,
-2.419,-3.392,,
-2.576,-5.33,,
-0.964,-6.018,,
-1.786,-0.537,,
-1.574,-10.672,,
-5.411,-15.923,,
-1.911,-5.699,,
-3.502,-1.113,,
-1.959,-4.427,,
-5.323,-5.563,,
-11.173,-1.733,,
-26.097,-3.199,,
-5.331,-13.69,,
-6.767,-0.832,,
0.615,-6.264,,
-12.898,-1.561,,
-12.119,-2.465,,
-5.177,-2.909,,
-2.943,-4.466,,
-6.947,-6.525,,
-4.11,-5.459,,
-15.74,-0.984,,
-8.369,-8.637,,
-0.8,-9.566,,
-7.711,29.897,,
-11.279,-21.436,,
-6.167,-0.252,,
-4.157,2.509,,
-1.583,-1.595,,
-6.48,-3.761,,
0.74,-3.408,,
-0.543,-7.907,,
-21.708,-0.53,,
-0.546,-1.012,,
-10.9,-1.5,,
-3.845,-0.706,,
24.717,-1.47,,
-41.233,-1.398,,
-11.277,-7.554,,
-25.106,-3.187,,
-1.181,-8.192,,
-21.513,-2.97,,
-48.756,-2.288,,
-170.253,-3.837,,
-1.409,-8.188,,
-3.107,-4.811,,
-12.398,-1.84,,
-6.94,-4.353,,
-3.54,0.293,,
-35.005,-2.529,,
-3.415,-5.912,,
-6.364,-1.853,,
-11.063,-10.487,,
-5.347,-8.332,,
-5.351,0.222,,
-1.937,-7.878,,
-10.75,-11.989,,
-9.166,-11.056,,
-10.921,-0.213,,
-40.295,-3.147,,
-3.963,-0.314,,
-54.938,-5.396,,
-12.476,-4.424,,
-6.478,-3.522,,
-49.338,-12.547,,
-0.958,-2.792,,
-0.912,-6.124,,
-1.056,-5.143,,
-9.539,-3.649,,
-4.557,-7.915,,
9.554,-0.098,,
-25.623,-6.44,,
-2.081,-3.81,,
-1.417,-3.176,,
-8.492,-2.861,,
-27.299,-2.74,,
-90.237,-6.453,,
-1.019,-6.941,,
-4.112,-11.704,,
-19.397,-6.719,,
-1.194,-6.146,,
-9.01,-0.972,,
-2.248,-3.844,,
-5.928,-2.68,,
-52.388,-3.751,,
-0.791,-8.305,,
-10.395,-4.008,,
-0.1,-9.199,,
-5.199,-3.22,,
-2.61,0.342,,
-49.113,-10.648,,
-6.11,-3.279,,
-0.718,0.22,,
-4.873,-10.074,,
-2.198,-2.12,,
-14.845,-7.04,,
-0.375,-1.202,,
0.733,-7.4,,
-8.895,-4.769,,
-1.321,-4.531,,
-15.25,-4.21,,
0.281,-10.181,,
-13.658,-3.726,,
0.02,-9.026,,
-3.447,-10.038,,
2.917,-3.251,,
-39.365,-10.126,,
-2.309,-4.508,,
-3.358,-4.672,,
-4.509,-4.088,,
-132.789,-0.048,,
-62.274,-0.746,,
-85.487,-1.28,,
-0.762,-0.786,,
-0.99,-3.935,,
-35.907,-3.612,,
-1.023,-0.581,,
-7.68,-1.607,,
-0.81,-6.058,,
-35.782,-1.758,,
-8.309,-5.609,,
-23.753,-0.497,,
-22.287,-3.949,,
-0.78,-8.745,,
-1.382,-0.174,,
-24.458,-3.388,,
-2.007,-8.783,,
-14.733,-3.399,,
-1.037,-3.595,,
-6.834,-3.251,,
-11.46,-32.12,,
-1.158,-6.366,,
-2.872,-7.455,,
-32.792,-8.147,,
-15.821,-8.789,,
-2.353,-4.891,,
-23.174,-3.848,,
-1.068,-1.88,,
-5.2,-7.534,,
-5.759,-8.043,,
-8.507,-9.012,,
-1.279,-7.304,,
-4.467,-0.591,,
-37.446,-9.649,,
-3.039,-9.909,,
-31.195,-3.842,,
-2.167,-16.234,,
-0.238,-3.242,,
-5.69,-7.324,,
-17.252,-5.4,,
-2.506,-8.054,,
-1.917,-5.57,,
-18.863,-1.299,,
-7.7,-10.728,,
-3.095,-3.717,,
-20.173,-13.619,,
-4.204,-8.256,,
-8.451,-8.458,,
-0.694,-7.042,,
-0.233,-12.974,,
-16.842,-4.948,,
-1.023,-5.411,,
-1.355,-1.825,,
0.428,-8.84,,
-3.169,-3.368,,
-37.664,-0.607,,
1.885,-0.55,,
-1.023,-11.715,,
-1.023,-12.054,,
-3.158,-13.895,,
14.13,-4.004,,
-1.501,-0.579,,
-11.43,-11.258,,
-36.232,-6.086,,
-4.725,-0.536,,
-8.462,-4.391,,
-0.736,-9.221,,
-3.246,-0.195,,
-12.42,-2.959,,
-42.935,-1.104,,
-0.413,0.854,,
-4.677,-0.346,,
-4.088,-0.345,,
-28.548,-8.881,,
-6.562,-0.203,,
-19.996,-2.212,,
0.094,-6.518,,
-9.09,-8.069,,
-3.784,-6.563,,
-31.708,-6.832,,
-3.278,-8.077,,
-6.802,-1.226,,
-1.487,-8.837,,
-20.976,-1.85,,
-12.416,-3.956,,
-4.254,-1.58,,
-0.589,-9.247,,
-9.878,-0.205,,
-22.46,-4.185,,
0.671,-2.318,,
-1.028,-0.865,,
-3.343,-4.62,,
-22.735,-3.347,,
-3.498,-0.334,,
-1.189,-13.042,,
-1.894,-16.565,,
-9.738,-0.922,,
-8.178,-9.225,,
-16.265,-2.239,,
-9.007,-4.952,,
-1.347,-0.292,,
-2.196,-1.81,,
-12.885,-2.778,,
-6.357,-0.805,,
0.218,-0.164,,
-4.926,-7.35,,
-18.297,-11.606,,
-0.604,,,
-7.719,,,
-6.347,,,
-3.37,,,
-0.408,,,
-30.585,,,
-1.016,,,
-2.937,,,
-1.347,,,
-0.983,,,
-25.016,,,
-11.515,,,
-1.078,,,
7.596,,,
-2.619,,,
-23.33,,,
-3.816,,,
-1.895,,,
-0.462,,,
-0.988,,,
0.816,,,
-3.728,,,
-0.99,,,
-3.597,,,
-0.166,,,
-5.354,,,
11.558,,,
-7.643,,,
-0.993,,,
-1.979,,,
-7.951,,,
-1.61,,,
-0.991,,,
-0.557,,,
-0.463,,,
-2.656,,,
-0.662,,,
-6.358,,,
9.671,,,
-0.519,,,
-5.661,,,
-1.551,,,
-1.123,,,
-12.63,,,
-9.318,,,
-16.827,,,
-0.984,,,
-0.894,,,
-4.096,,,
-0.857,,,
-4.0,,,
-19.815,,,
-1.319,,,
-5.08,,,
-12.066,,,
-1.361,,,
0.647,,,
-50.049,,,
-3.401,,,
-32.715,,,
-6.263,,,
-6.853,,,
-8.221,,,
-7.021,,,
-9.355,,,
-6.273,,,
-9.498,,,
-342.399,,,
-6.066,,,
-1.72,,,
2.18,,,
-19.908,,,
-1.378,,,
-7.478,,,
-8.09,,,
-2.694,,,
-20.444,,,
-10.734,,,
-3.733,,,
-4.086,,,
-3.485,,,
-0.906,,,
-26.45,,,
-0.839,,,
-2.167,,,
-7.842,,,
-6.406,,,
-2.912,,,
-3.719,,,
-16.106,,,
-9.473,,,
-2.91,,,
-1.617,,,
-17.027,,,
-3.118,,,
-5.773,,,
-1.029,,,
-1.865,,,
-2.436,,,
-3.855,,,
-2.007,,,
1.643,,,
-2.73,,,
-1.857,,,
-7.811,,,
-3.71,,,
-20.892,,,
-17.187,,,
-9.382,,,
-5.769,,,
-2.512,,,
-12.928,,,
-4.442,,,
-18.996,,,
-1.023,,,
1.169,,,
-3.186,,,
-122.485,,,
-1.696,,,
-2.653,,,
-6.941,,,
-1.12,,,
-7.105,,,
-0.981,,,
-2.185,,,
0.268,,,
0.075,,,
7.073,,,
-12.814,,,
-9.604,,,
-2.947,,,
-9.533,,,
-20.954,,,
-6.04,,,
-3.382,,,
-9.013,,,
-3.937,,,
-5.623,,,
-1.703,,,
-4.593,,,
-31.263,,,
-7.22,,,
0.249,,,
-3.92,,,
-4.333,,,
-14.975,,,
-3.016,,,
-2.646,,,
-7.397,,,
-10.111,,,
-24.653,,,
-2.023,,,
-5.55,,,
-3.863,,,
-7.223,,,
-2.238,,,
-1.072,,,
-2.022,,,
-251.409,,,
-9.171,,,
-32.65,,,
-3.118,,,
-1.408,,,
-9.047,,,
-3.542,,,
-1.992,,,
-3.439,,,
-5.147,,,
-1.282,,,
0.8,,,
-3.024,,,
-259.921,,,
-23.076,,,
-0.712,,,
-24.965,,,
-3.423,,,
-4.427,,,
-12.268,,,
-40.048,,,
-19.806,,,
-20.952,,,
-49.243,,,
-42.319,,,
-1.35,,,
-1.964,,,
-10.626,,,
-34.051,,,
-4.696,,,
-2.732,,,
-3.864,,,
-0.808,,,
-1.187,,,
-3.189,,,
-4.631,,,
-28.658,,,
-2.946,,,
-22.29,,,
-0.465,,,
-1.089,,,
-5.191,,,
-29.164,,,
-10.886,,,
-11.945,,,
-9.803,,,
-9.008,,,
-2.96,,,
-19.282,,,
-2.268,,,
-7.89,,,
-11.148,,,
-4.244,,,
-27.438,,,
1.536,,,
-2.636,,,
-23.454,,,
-8.244,,,
-11.083,,,
-3.083,,,
-2.428,,,
-2.707,,,
-15.764,,,
-0.894,,,
-1.039,,,
-13.425,,,
-3.89,,,
2.568,,,
14.464,,,
-3.604,,,
-17.133,,,
-10.845,,,
-10.156,,,
-3.364,,,
-3.219,,,
-3.298,,,
-3.117,,,
-2.231,,,
-3.265,,,
-3.4,,,
-1.581,,,
-1.521,,,
-0.921,,,
-5.192,,,
-19.41,,,
-1.805,,,
-7.27,,,
-2.929,,,
-1.371,,,
-10.113,,,
-5.066,,,
-4.334,,,
-0.788,,,
-8.663,,,
-12.113,,,
-10.61,,,
-0.386,,,
-16.644,,,
1.971,,,
-8.386,,,
-12.456,,,
-6.128,,,
-6.608,,,
-17.829,,,
-1.072,,,
-9.235,,,
-3.948,,,
-15.698,,,
-7.733,,,
-2.179,,,
-19.406,,,
-1.007,,,
-3.163,,,
-2.912,,,
-15.768,,,
-12.373,,,
-4.068,,,
-17.8,,,
-15.823,,,
-0.837,,,
-1.63,,,
-14.084,,,
-1.711,,,
-0.859,,,
-3.398,,,
-12.797,,,
-11.764,,,
-0.42,,,
-5.459,,,
-33.791,,,
-0.977,,,
-5.858,,,
-0.53,,,
-0.848,,,
-0.104,,,
-2.683,,,
-9.23,,,
-0.109,,,
-0.11,,,
-0.096,,,
-0.092,,,
-30.29,,,
-0.052,,,
-0.117,,,
-8.475,,,
-0.11,,,
-30.318,,,
-5.382,,,
-7.516,,,
-1.248,,,
-1.446,,,
-1.722,,,
-8.773,,,
-1.947,,,
0.171,,,
-28.776,,,
-6.677,,,
-1.446,,,
-1.444,,,
-1.003,,,
-1.027,,,
-10.187,,,
-4.668,,,
-6.289,,,
-12.302,,,
-9.393,,,
-3.346,,,
-8.174,,,
11.198,,,
-3.302,,,
-6.524,,,
-4.923,,,
-8.124,,,
-0.552,,,
-18.928,,,
-0.946,,,
-0.86,,,
-3.841,,,
-2.697,,,
-7.489,,,
-8.675,,,
-3.992,,,
-1.95,,,
-0.631,,,
-11.495,,,
-10.632,,,
-5.3,,,
-20.706,,,
-15.324,,,
-3.625,,,
-19.224,,,
-9.941,,,
-1.916,,,
-0.353,,,
6.783,,,
-7.007,,,
-1.068,,,
-1.437,,,
-7.582,,,
-15.183,,,
-12.069,,,
-5.003,,,
-0.966,,,
-13.683,,,
-9.658,,,
-14.172,,,
-7.207,,,
0.008,,,
-5.687,,,
-7.475,,,
0.906,,,
-1.017,,,
-10.324,,,
-2.703,,,
-2.727,,,
15.718,,,
-4.325,,,
-35.034,,,
-15.751,,,
-4.87,,,
-17.261,,,
-2.681,,,
-11.777,,,
-1.56,,,
-6.785,,,
-0.239,,,
-26.686,,,
-9.462,,,
-0.383,,,
-0.238,,,
-3.516,,,
-0.46,,,
-1.064,,,
-1.445,,,
-2.459,,,
-166.975,,,
-15.907,,,
-3.265,,,
-15.239,,,
-0.48,,,
-3.246,,,
-1.015,,,
-10.194,,,
2.272,,,
-1.386,,,
-1.254,,,
-3.839,,,
-0.442,,,
-0.993,,,
-0.893,,,
-1.008,,,
-3.049,,,
-0.991,,,
-5.024,,,
-3.766,,,
-3.004,,,
-2.218,,,
-0.49,,,
-0.966,,,
-4.833,,,
-1.244,,,
-1.442,,,
-0.486,,,
-0.797,,,
-0.5,,,
-1.353,,,
-4.544,,,
-2.402,,,
-6.701,,,
-2.665,,,
-2.436,,,
-27.195,,,
-0.582,,,
-6.777,,,
-4.208,,,
-0.99,,,
-8.319,,,
-0.09,,,
-2.377,,,
-1.686,,,
-2.721,,,
-3.181,,,
-0.797,,,
-6.711,,,
-2.913,,,
-21.267,,,
-1.531,,,
-0.946,,,
-4.621,,,
-20.071,,,
-1.907,,,
-1.418,,,
-1.624,,,
-3.887,,,
-2.212,,,
-14.334,,,
-8.096,,,
-2.312,,,
-5.88,,,
-1.824,,,
12.013,,,
-2.745,,,
-8.963,,,
-2.291,,,
-60.559,,,
-9.755,,,
-0.979,,,
-1.816,,,
30.842,,,
-1.7,,,
-0.03,,,
14.16,,,
-8.274,,,
-4.472,,,
-0.475,,,
15.479,,,
-6.981,,,
-5.429,,,
-7.051,,,
-2.931,,,
0.389,,,
-9.733,,,
-0.615,,,
-50.83,,,
-2.532,,,
-2.663,,,
-2.58,,,
-0.554,,,
18.583,,,
-1.584,,,
-66.66,,,
-4.096,,,
-0.152,,,
-1.648,,,
-8.158,,,
-8.771,,,
-4.104,,,
-38.966,,,
-9.189,,,
-1.115,,,
-10.685,,,
-8.403,,,
-17.422,,,
-21.537,,,
-2.443,,,
-0.174,,,
-5.237,,,
-12.489,,,
-30.488,,,
-4.779,,,
-56.771,,,
-1.251,,,
-6.191,,,
-1.092,,,
1.73,,,
-20.568,,,
-4.253,,,
-1.78,,,
1.221,,,
-2.794,,,
12.654,,,
-1.264,,,
-1.446,,,
-4.544,,,
-3.499,,,
-10.066,,,
-0.91,,,
-1.875,,,
-9.054,,,
-24.042,,,
-0.942,,,
-3.449,,,
-4.685,,,
-3.29,,,
-3.707,,,
-2.875,,,
-0.527,,,
-2.02,,,
-196.346,,,
-2.151,,,
-4.6,,,
-1.116,,,
-19.551,,,
-26.282,,,
-4.256,,,
-27.667,,,
-5.241,,,
-0.487,,,
-0.437,,,
-1.118,,,
13.881,,,
-4.923,,,
-1.49,,,
-0.956,,,
-2.683,,,
-1.578,,,
-1.318,,,
-16.335,,,
-2.635,,,
12.729,,,
-1.196,,,
-4.463,,,
2.566,,,
-22.736,,,
-0.792,,,
-2.181,,,
-26.424,,,
-1.445,,,
-202.154,,,
-7.499,,,
-0.19,,,
-9.176,,,
-1.108,,,
-21.269,,,
-1.189,,,
-4.302,,,
-5.199,,,
-36.936,,,
-6.189,,,
-4.243,,,
-7.831,,,
-9.417,,,
-14.593,,,
-2.601,,,
-7.455,,,
-6.211,,,
-4.989,,,
-3.431,,,
-0.808,,,
-16.795,,,
-4.422,,,
-7.773,,,
-4.946,,,
-1.277,,,
-3.609,,,
-5.636,,,
-2.024,,,
-25.09,,,
-1.24,,,
-0.896,,,
-8.192,,,
-0.834,,,
-137.572,,,
-14.161,,,
-14.993,,,
-6.028,,,
-11.246,,,
-2.421,,,
-4.982,,,
-0.823,,,
-11.134,,,
-3.522,,,
-5.413,,,
-3.269,,,
-6.07,,,
-9.368,,,
-10.792,,,
-3.392,,,
-5.33,,,
-6.018,,,
-0.537,,,
0.511,,,
-10.672,,,
-15.923,,,
-5.699,,,
-1.113,,,
-2.004,,,
-0.404,,,
-0.931,,,
-1.446,,,
-4.427,,,
-1.058,,,
-1.498,,,
-5.563,,,
-1.733,,,
-96.381,,,
-3.199,,,
-20.46,,,
-13.69,,,
-0.832,,,
-8.841,,,
-6.264,,,
-5.809,,,
-1.488,,,
-1.561,,,
-8.09,,,
-2.465,,,
-1.43,,,
-1.445,,,
-2.909,,,
-27.405,,,
-2.699,,,
-1.029,,,
-0.865,,,
-4.466,,,
-19.103,,,
-1.313,,,
-5.96,,,
-6.525,,,
-26.561,,,
-3.079,,,
-5.459,,,
-0.984,,,
-0.538,,,
-8.637,,,
-7.501,,,
-4.904,,,
-4.035,,,
-9.566,,,
-1.791,,,
-1.444,,,
29.897,,,
-80.212,,,
-21.436,,,
-0.252,,,
2.509,,,
-5.612,,,
-22.521,,,
-1.095,,,
-1.595,,,
-2.122,,,
-0.343,,,
-3.761,,,
-3.408,,,
28.381,,,
-1.446,,,
-7.907,,,
-2.901,,,
-1.894,,,
-1.66,,,
-1.893,,,
-2.012,,,
-1.166,,,
-2.01,,,
-1.636,,,
-1.33,,,
-1.649,,,
-1.426,,,
-1.653,,,
-1.772,,,
-1.198,,,
-1.176,,,
-1.118,,,
-0.931,,,
-0.781,,,
-0.792,,,
-0.785,,,
-1.304,,,
-1.274,,,
-3.831,,,
0.006,,,
-0.53,,,
-1.012,,,
-1.5,,,
-0.706,,,
-1.47,,,
-1.398,,,
0.083,,,
-7.554,,,
-3.187,,,
-8.192,,,
-2.97,,,
-2.288,,,
-9.683,,,
-4.31,,,
-0.977,,,
-3.837,,,
-14.816,,,
-9.201,,,
-8.188,,,
-4.811,,,
-11.544,,,
-1.149,,,
-32.032,,,
-1.84,,,
-4.353,,,
-16.403,,,
-0.521,,,
-0.865,,,
-37.78,,,
-152.607,,,
0.293,,,
-21.548,,,
-2.529,,,
3.489,,,
-5.912,,,
-1.853,,,
-10.487,,,
-8.332,,,
0.222,,,
-7.878,,,
-5.877,,,
-11.989,,,
-11.056,,,
-1.435,,,
-0.895,,,
-0.506,,,
-0.213,,,
-1.025,,,
-2.591,,,
-1.422,,,
-3.147,,,
-1.188,,,
-0.314,,,
-0.314,,,
-1.414,,,
-5.396,,,
-1.391,,,
-1.386,,,
-0.514,,,
-1.398,,,
-0.991,,,
-1.028,,,
-1.412,,,
-1.374,,,
-1.63,,,
-0.175,,,
-1.402,,,
-4.424,,,
-1.415,,,
-3.254,,,
-0.825,,,
-3.522,,,
-1.259,,,
-1.394,,,
-12.547,,,
-1.282,,,
-0.641,,,
-1.401,,,
-2.792,,,
-27.802,,,
-1.03,,,
-6.124,,,
-5.143,,,
-2.595,,,
-3.649,,,
-7.915,,,
-5.476,,,
-0.255,,,
-0.098,,,
-6.44,,,
-7.046,,,
-3.81,,,
-6.223,,,
-3.176,,,
-2.861,,,
-2.74,,,
-3.56,,,
-17.983,,,
-3.692,,,
-1.757,,,
-1.51,,,
-1.031,,,
-6.453,,,
-6.941,,,
-9.275,,,
-1.046,,,
-11.704,,,
-6.719,,,
-6.146,,,
-0.972,,,
-3.269,,,
-6.801,,,
-3.844,,,
0.894,,,
-2.68,,,
-4.642,,,
-1.051,,,
0.491,,,
-3.751,,,
-15.012,,,
-0.748,,,
-36.98,,,
0.053,,,
-8.305,,,
-29.878,,,
-1.092,,,
-3.341,,,
-4.008,,,
-5.523,,,
-9.199,,,
-3.775,,,
-138.247,,,
-0.995,,,
-3.22,,,
0.342,,,
-10.648,,,
-3.279,,,
-21.194,,,
3.142,,,
0.22,,,
-10.074,,,
-1.14,,,
-2.12,,,
-7.04,,,
-1.149,,,
-1.202,,,
-2.749,,,
-1.031,,,
-7.4,,,
-3.526,,,
-4.769,,,
-4.531,,,
-4.21,,,
-10.181,,,
-3.726,,,
-9.026,,,
-4.991,,,
-10.038,,,
-3.251,,,
-11.163,,,
-10.126,,,
-15.341,,,
-3.502,,,
-4.508,,,
-1.17,,,
-4.672,,,
-4.088,,,
-0.048,,,
-2.988,,,
-3.938,,,
-0.746,,,
-12.991,,,
-130.821,,,
-79.646,,,
-1.28,,,
-0.786,,,
-3.935,,,
-3.668,,,
-0.205,,,
-3.612,,,
-0.581,,,
-13.205,,,
-1.607,,,
-23.857,,,
-6.058,,,
-1.758,,,
-5.609,,,
-0.497,,,
-16.753,,,
-2.854,,,
-3.949,,,
-22.941,,,
-3.06,,,
-8.745,,,
-0.174,,,
-16.636,,,
-3.388,,,
-7.242,,,
0.012,,,
-8.783,,,
14.617,,,
-3.399,,,
-3.595,,,
-1.637,,,
-3.251,,,
11.921,,,
-32.12,,,
-6.366,,,
-7.455,,,
-25.76,,,
-1.61,,,
-8.147,,,
-8.789,,,
-6.928,,,
-4.891,,,
-21.589,,,
-9.417,,,
-3.848,,,
-1.88,,,
-1.586,,,
-7.534,,,
-5.528,,,
-8.043,,,
-8.152,,,
-9.012,,,
-30.774,,,
-7.304,,,
-0.591,,,
-0.769,,,
-5.989,,,
0.494,,,
-9.649,,,
-32.554,,,
-9.909,,,
-3.842,,,
-16.234,,,
-38.275,,,
-0.443,,,
-3.242,,,
-7.324,,,
-5.4,,,
-8.054,,,
-17.994,,,
0.228,,,
-5.57,,,
-1.299,,,
-12.746,,,
-0.802,,,
-10.728,,,
-3.717,,,
-0.532,,,
-0.532,,,
-5.164,,,
-13.619,,,
-22.14,,,
-23.544,,,
-8.256,,,
-8.458,,,
-2.459,,,
-7.042,,,
-25.179,,,
-12.974,,,
-1.861,,,
-4.948,,,
-5.279,,,
-25.006,,,
-8.597,,,
-5.411,,,
-30.378,,,
-1.825,,,
-8.84,,,
-3.486,,,
-1.535,,,
-3.368,,,
-5.913,,,
-0.607,,,
-0.55,,,
-11.715,,,
-5.455,,,
-12.054,,,
-13.895,,,
-4.004,,,
-0.579,,,
-1.014,,,
-11.258,,,
-6.086,,,
-12.908,,,
-0.439,,,
-3.082,,,
0.725,,,
-29.257,,,
-0.536,,,
-2.575,,,
-4.391,,,
-7.977,,,
-3.483,,,
-2.58,,,
-9.221,,,
-0.195,,,
-2.959,,,
-2.572,,,
-1.104,,,
0.854,,,
-38.39,,,
-1.422,,,
-0.346,,,
-2.737,,,
-89.581,,,
-0.345,,,
-8.881,,,
-0.203,,,
-2.212,,,
-13.832,,,
-0.277,,,
-1.569,,,
-6.518,,,
-1.835,,,
-8.069,,,
-6.563,,,
-6.832,,,
-3.606,,,
-26.304,,,
-8.077,,,
-1.226,,,
-8.837,,,
-0.864,,,
-8.952,,,
-1.85,,,
-5.168,,,
-3.956,,,
-4.921,,,
-1.58,,,
-1.289,,,
-9.247,,,
-0.205,,,
-4.457,,,
-12.359,,,
-4.185,,,
-90.91,,,
-2.318,,,
-8.629,,,
-0.865,,,
-4.558,,,
-4.62,,,
-3.347,,,
-20.409,,,
-0.334,,,
-13.042,,,
-16.565,,,
-0.922,,,
-9.225,,,
-2.239,,,
-1.017,,,
-3.609,,,
-4.952,,,
-0.292,,,
-0.981,,,
-1.645,,,
-1.81,,,
-2.842,,,
-0.856,,,
-0.903,,,
-2.778,,,
-0.805,,,
-0.164,,,
-7.35,,,
-11.606,,,
-7.603,,,
